[EXITO] Bandera: Paquete llegó a destino. Paquete: 221484601, Destino: OYSN, Tiempo restante: 213 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 88883908, Destino: LBSF, Tiempo restante: 1583 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 88883909, Destino: LBSF, Tiempo restante: 143 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 88883910, Destino: LBSF, Tiempo restante: 518 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 121946901, Destino: OAKB, Tiempo restante: 1264 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324012901, Destino: SLLP, Tiempo restante: 360 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324013401, Destino: SLLP, Tiempo restante: 795 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 146244801, Destino: OERK, Tiempo restante: 711 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 176584601, Destino: OJAI, Tiempo restante: 819 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 176584602, Destino: OJAI, Tiempo restante: 819 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 176584603, Destino: OJAI, Tiempo restante: 819 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 121946101, Destino: OAKB, Tiempo restante: 1366 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 176584701, Destino: OJAI, Tiempo restante: 895 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 176584702, Destino: OJAI, Tiempo restante: 895 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 176584703, Destino: OJAI, Tiempo restante: 895 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 176584401, Destino: OJAI, Tiempo restante: 857 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 176584402, Destino: OJAI, Tiempo restante: 857 min
[DETENIDO] Bandera: Paquete no llegó a destino. Paquete: 176584403, Destino esperado: OJAI, Último destino: OYSN, Tiempo restante: 834 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 176584403, Destino: OJAI, Tiempo restante: 444 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 121946301, Destino: OAKB, Tiempo restante: 868 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 318645901, Destino: SKBO, Tiempo restante: 185 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 318645902, Destino: SKBO, Tiempo restante: 1660 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 176584001, Destino: OJAI, Tiempo restante: 802 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 176584002, Destino: OJAI, Tiempo restante: 802 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 176584003, Destino: OJAI, Tiempo restante: 802 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 318645701, Destino: SKBO, Tiempo restante: 173 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 318645702, Destino: SKBO, Tiempo restante: 1042 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 333645601, Destino: SKBO, Tiempo restante: 1459 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 333645602, Destino: SKBO, Tiempo restante: 524 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 333645501, Destino: SKBO, Tiempo restante: 10 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 333645502, Destino: SKBO, Tiempo restante: 515 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 333645801, Destino: SKBO, Tiempo restante: 961 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 333645802, Destino: SKBO, Tiempo restante: 40 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 121947701, Destino: OAKB, Tiempo restante: 1354 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324013801, Destino: SLLP, Tiempo restante: 288 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 176583901, Destino: OJAI, Tiempo restante: 789 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 176583902, Destino: OJAI, Tiempo restante: 789 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 176583903, Destino: OJAI, Tiempo restante: 789 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 121947001, Destino: OAKB, Tiempo restante: 351 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 176583801, Destino: OJAI, Tiempo restante: 771 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 176583802, Destino: OJAI, Tiempo restante: 771 min
[DETENIDO] Bandera: Paquete no llegó a destino. Paquete: 176583803, Destino esperado: OJAI, Último destino: OSDI, Tiempo restante: 761 min
[DETENIDO] Bandera: Paquete no llegó a destino. Paquete: 176583803, Destino esperado: OJAI, Último destino: UMMS, Tiempo restante: 406 min
[DETENIDO] Bandera: Paquete no llegó a destino. Paquete: 176583803, Destino esperado: OJAI, Último destino: OSDI, Tiempo restante: 77 min
[DETENIDO] Bandera: Sin vuelos disponibles o sin tiempo suficiente. Paquete: 176583803, Origen: UBBB, Destino: OJAI, Tiempo restante: 77 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 121947101, Destino: OAKB, Tiempo restante: 897 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324014101, Destino: SLLP, Tiempo restante: 831 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324014201, Destino: SLLP, Tiempo restante: 427 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324014301, Destino: SLLP, Tiempo restante: 317 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324014401, Destino: SLLP, Tiempo restante: 433 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 121947501, Destino: OAKB, Tiempo restante: 1409 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324014001, Destino: SLLP, Tiempo restante: 818 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 164188401, Destino: OMDB, Tiempo restante: 344 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 164188402, Destino: OMDB, Tiempo restante: 135 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 276563701, Destino: SEQM, Tiempo restante: 793 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 276563702, Destino: SEQM, Tiempo restante: 252 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 164188701, Destino: OMDB, Tiempo restante: 144 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 164188702, Destino: OMDB, Tiempo restante: 745 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 324015301, Destino: SLLP, Tiempo restante: 480 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 164189301, Destino: OMDB, Tiempo restante: 773 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 164189302, Destino: OMDB, Tiempo restante: 381 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 164189401, Destino: OMDB, Tiempo restante: 1616 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 164189402, Destino: OMDB, Tiempo restante: 1143 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 164189701, Destino: OMDB, Tiempo restante: 185 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 164189702, Destino: OMDB, Tiempo restante: 786 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 164189901, Destino: OMDB, Tiempo restante: 1157 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 164189902, Destino: OMDB, Tiempo restante: 190 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 121949201, Destino: OAKB, Tiempo restante: 1455 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 121949101, Destino: OAKB, Tiempo restante: 1390 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 121949401, Destino: OAKB, Tiempo restante: 415 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 121949601, Destino: OAKB, Tiempo restante: 428 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 121949501, Destino: OAKB, Tiempo restante: 1406 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 245490801, Destino: OYSN, Tiempo restante: 473 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 245490802, Destino: OYSN, Tiempo restante: 473 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 245490803, Destino: OYSN, Tiempo restante: 766 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 245490804, Destino: OYSN, Tiempo restante: 766 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 245490805, Destino: OYSN, Tiempo restante: 154 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 245490806, Destino: OYSN, Tiempo restante: 473 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 245490601, Destino: OYSN, Tiempo restante: 118 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 245490602, Destino: OYSN, Tiempo restante: 437 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 245490603, Destino: OYSN, Tiempo restante: 118 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 245490604, Destino: OYSN, Tiempo restante: 118 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 245490605, Destino: OYSN, Tiempo restante: 730 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 245490606, Destino: OYSN, Tiempo restante: 118 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 271070801, Destino: SBBR, Tiempo restante: 532 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 271070001, Destino: SBBR, Tiempo restante: 936 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 271070501, Destino: SBBR, Tiempo restante: 515 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 271070401, Destino: SBBR, Tiempo restante: 1030 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 188198901, Destino: OMDB, Tiempo restante: 804 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 188199601, Destino: OMDB, Tiempo restante: 829 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 188199501, Destino: OMDB, Tiempo restante: 834 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 188199201, Destino: OMDB, Tiempo restante: 815 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 318648101, Destino: SKBO, Tiempo restante: 1152 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 318648102, Destino: SKBO, Tiempo restante: 318 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 271071901, Destino: SBBR, Tiempo restante: 245 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 271071801, Destino: SBBR, Tiempo restante: 1087 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 271071701, Destino: SBBR, Tiempo restante: 235 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 114801801, Destino: LKPR, Tiempo restante: 428 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 114801802, Destino: LKPR, Tiempo restante: 1439 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 114801803, Destino: LKPR, Tiempo restante: 954 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 271071201, Destino: SBBR, Tiempo restante: 543 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 271071501, Destino: SBBR, Tiempo restante: 1071 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 188199901, Destino: OMDB, Tiempo restante: 843 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 104771901, Destino: LOWW, Tiempo restante: 467 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 104771902, Destino: LOWW, Tiempo restante: 1907 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 104771903, Destino: LOWW, Tiempo restante: 467 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 114802501, Destino: LKPR, Tiempo restante: 1029 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 114802502, Destino: LKPR, Tiempo restante: 74 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 114802503, Destino: LKPR, Tiempo restante: 1514 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 114802701, Destino: LKPR, Tiempo restante: 1529 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 114802702, Destino: LKPR, Tiempo restante: 1044 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 114802703, Destino: LKPR, Tiempo restante: 1958 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244735901, Destino: SABE, Tiempo restante: 814 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244735902, Destino: SABE, Tiempo restante: 536 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 60094801, Destino: LATI, Tiempo restante: 1126 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 114802001, Destino: LKPR, Tiempo restante: 2419 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 114802002, Destino: LKPR, Tiempo restante: 24 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 114802003, Destino: LKPR, Tiempo restante: 2419 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 221488601, Destino: OYSN, Tiempo restante: 1604 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 221488602, Destino: OYSN, Tiempo restante: 1604 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 221488603, Destino: OYSN, Tiempo restante: 1034 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 221488604, Destino: OYSN, Tiempo restante: 1406 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 221488605, Destino: OYSN, Tiempo restante: 1406 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 221488606, Destino: OYSN, Tiempo restante: 1406 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 221488607, Destino: OYSN, Tiempo restante: 164 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244735701, Destino: SABE, Tiempo restante: 1780 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244735702, Destino: SABE, Tiempo restante: 1780 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 221488901, Destino: OYSN, Tiempo restante: 723 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 221488902, Destino: OYSN, Tiempo restante: 1663 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 221488903, Destino: OYSN, Tiempo restante: 223 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 221488904, Destino: OYSN, Tiempo restante: 1663 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 221488905, Destino: OYSN, Tiempo restante: 1465 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 221488906, Destino: OYSN, Tiempo restante: 25 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 221488301, Destino: OYSN, Tiempo restante: 606 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 221488302, Destino: OYSN, Tiempo restante: 976 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 221488303, Destino: OYSN, Tiempo restante: 976 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 221488304, Destino: OYSN, Tiempo restante: 976 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 221488305, Destino: OYSN, Tiempo restante: 106 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 221488306, Destino: OYSN, Tiempo restante: 106 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 221488307, Destino: OYSN, Tiempo restante: 106 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 104771301, Destino: LOWW, Tiempo restante: 1857 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 104771302, Destino: LOWW, Tiempo restante: 417 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 104771303, Destino: LOWW, Tiempo restante: 417 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 221488401, Destino: OYSN, Tiempo restante: 128 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 221488402, Destino: OYSN, Tiempo restante: 1568 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 221488403, Destino: OYSN, Tiempo restante: 1370 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 221488404, Destino: OYSN, Tiempo restante: 628 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 221488405, Destino: OYSN, Tiempo restante: 1370 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 221488406, Destino: OYSN, Tiempo restante: 628 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 221488407, Destino: OYSN, Tiempo restante: 628 min
[DETENIDO] Bandera: Paquete no llegó a destino. Paquete: 244735101, Destino esperado: SABE, Último destino: SKBO, Tiempo restante: 1092 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244735101, Destino: SABE, Tiempo restante: 606 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244735102, Destino: SABE, Tiempo restante: 1729 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 271072801, Destino: SBBR, Tiempo restante: 1047 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244735001, Destino: SABE, Tiempo restante: 224 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244735002, Destino: SABE, Tiempo restante: 1846 min
[DETENIDO] Bandera: Paquete no llegó a destino. Paquete: 104771601, Destino esperado: LOWW, Último destino: OSDI, Tiempo restante: 846 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 104771601, Destino: LOWW, Tiempo restante: 364 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 104771602, Destino: LOWW, Tiempo restante: 1888 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 104771603, Destino: LOWW, Tiempo restante: 448 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 344647101, Destino: SUAA, Tiempo restante: 1064 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 344647201, Destino: SUAA, Tiempo restante: 1771 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 344647301, Destino: SUAA, Tiempo restante: 1068 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 271072001, Destino: SBBR, Tiempo restante: 243 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 271072701, Destino: SBBR, Tiempo restante: 548 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 271072601, Destino: SBBR, Tiempo restante: 1045 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 271072501, Destino: SBBR, Tiempo restante: 1039 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 60094101, Destino: LATI, Tiempo restante: 726 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 114803001, Destino: LKPR, Tiempo restante: 2513 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 114803002, Destino: LKPR, Tiempo restante: 977 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 114803003, Destino: LKPR, Tiempo restante: 2417 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 60094301, Destino: LATI, Tiempo restante: 1102 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 344647501, Destino: SUAA, Tiempo restante: 344 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 344647601, Destino: SUAA, Tiempo restante: 1015 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 245491501, Destino: OYSN, Tiempo restante: 272 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 245491502, Destino: OYSN, Tiempo restante: 272 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 245491503, Destino: OYSN, Tiempo restante: 272 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 245491504, Destino: OYSN, Tiempo restante: 272 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 245491505, Destino: OYSN, Tiempo restante: 272 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 245491506, Destino: OYSN, Tiempo restante: 591 min
[DETENIDO] Bandera: Paquete no llegó a destino. Paquete: 114803201, Destino esperado: LKPR, Último destino: LOWW, Tiempo restante: 493 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 114803201, Destino: LKPR, Tiempo restante: 116 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 114803202, Destino: LKPR, Tiempo restante: 1096 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 114803203, Destino: LKPR, Tiempo restante: 1581 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244734001, Destino: SABE, Tiempo restante: 1842 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 244734002, Destino: SABE, Tiempo restante: 1660 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 271073301, Destino: SBBR, Tiempo restante: 1737 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 344648401, Destino: SUAA, Tiempo restante: 1106 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 271073101, Destino: SBBR, Tiempo restante: 289 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 285526001, Destino: SCEL, Tiempo restante: 518 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 285526002, Destino: SCEL, Tiempo restante: 518 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 285526003, Destino: SCEL, Tiempo restante: 518 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 285526004, Destino: SCEL, Tiempo restante: 518 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 271073001, Destino: SBBR, Tiempo restante: 1729 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 344648701, Destino: SUAA, Tiempo restante: 1117 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 60095601, Destino: LATI, Tiempo restante: 73 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 60092501, Destino: LATI, Tiempo restante: 665 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 60092901, Destino: LATI, Tiempo restante: 683 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 309640101, Destino: SKBO, Tiempo restante: 804 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 309640102, Destino: SKBO, Tiempo restante: 804 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 309640103, Destino: SKBO, Tiempo restante: 804 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 104773301, Destino: LOWW, Tiempo restante: 577 min
[DETENIDO] Bandera: Paquete no llegó a destino. Paquete: 104773302, Destino esperado: LOWW, Último destino: UMMS, Tiempo restante: 685 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 104773302, Destino: LOWW, Tiempo restante: 146 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 104773303, Destino: LOWW, Tiempo restante: 577 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 309640701, Destino: SKBO, Tiempo restante: 842 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 309640702, Destino: SKBO, Tiempo restante: 1049 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 309640703, Destino: SKBO, Tiempo restante: 1049 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 285526601, Destino: SCEL, Tiempo restante: 599 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 285526602, Destino: SCEL, Tiempo restante: 1135 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 285526603, Destino: SCEL, Tiempo restante: 599 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 285526604, Destino: SCEL, Tiempo restante: 599 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 285526701, Destino: SCEL, Tiempo restante: 1146 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 285526702, Destino: SCEL, Tiempo restante: 610 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 285526703, Destino: SCEL, Tiempo restante: 1529 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 285526704, Destino: SCEL, Tiempo restante: 610 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 309640901, Destino: SKBO, Tiempo restante: 862 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 309640902, Destino: SKBO, Tiempo restante: 862 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 309640801, Destino: SKBO, Tiempo restante: 856 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 309640802, Destino: SKBO, Tiempo restante: 1063 min
[DETENIDO] Bandera: Paquete no llegó a destino. Paquete: 309640803, Destino esperado: SKBO, Último destino: SUAA, Tiempo restante: 275 min
[DETENIDO] Bandera: Paquete no llegó a destino. Paquete: 309640803, Destino esperado: SKBO, Último destino: SGAS, Tiempo restante: 84 min
[DETENIDO] Bandera: Sin vuelos disponibles o sin tiempo suficiente. Paquete: 309640803, Origen: SPIM, Destino: SKBO, Tiempo restante: 84 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 271074301, Destino: SBBR, Tiempo restante: 1718 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 344645801, Destino: SUAA, Tiempo restante: 1031 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 271074001, Destino: SBBR, Tiempo restante: 1762 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 344645501, Destino: SUAA, Tiempo restante: 1023 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 309641001, Destino: SKBO, Tiempo restante: 863 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 309641002, Destino: SKBO, Tiempo restante: 1070 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 60093901, Destino: LATI, Tiempo restante: 217 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 309641201, Destino: SKBO, Tiempo restante: 274 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 309641202, Destino: SKBO, Tiempo restante: 274 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 309641101, Destino: SKBO, Tiempo restante: 1081 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 309641102, Destino: SKBO, Tiempo restante: 1081 min
[DETENIDO] Bandera: Paquete no llegó a destino. Paquete: 104772201, Destino esperado: LOWW, Último destino: OJAI, Tiempo restante: 1044 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 104772201, Destino: LOWW, Tiempo restante: 151 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 104772202, Destino: LOWW, Tiempo restante: 497 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 104772203, Destino: LOWW, Tiempo restante: 497 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 309641801, Destino: SKBO, Tiempo restante: 315 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 309641802, Destino: SKBO, Tiempo restante: 1129 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 309641601, Destino: SKBO, Tiempo restante: 306 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 309641602, Destino: SKBO, Tiempo restante: 913 min
[DETENIDO] Bandera: Paquete no llegó a destino. Paquete: 104772501, Destino esperado: LOWW, Último destino: OSDI, Tiempo restante: 364 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 104772501, Destino: LOWW, Tiempo restante: 62 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 104772502, Destino: LOWW, Tiempo restante: 516 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 104772503, Destino: LOWW, Tiempo restante: 516 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 344646901, Destino: SUAA, Tiempo restante: 661 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 344646501, Destino: SUAA, Tiempo restante: 1749 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 79356501, Destino: LDZA, Tiempo restante: 559 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 79356502, Destino: LDZA, Tiempo restante: 762 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 164192401, Destino: OMDB, Tiempo restante: 1261 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 164192402, Destino: OMDB, Tiempo restante: 503 min
[EXITO] Bandera: Paquete llegó a destino. Paquete: 79356301, Destino: LDZA, Tiempo restante: 1375 min
